provider_id,provider_name,npi,dea,specialty_concept_id,care_site_id,year_of_birth,gender_concept_id,provider_source_value,specialty_source_value,specialty_source_concept_id,gender_source_value,gender_source_concept_id
4031,,,,0,,,0,4031,RN,0,,0
4033,,,,0,,,0,4033,MD,0,,0
4034,,,,0,,,0,4034,RN,0,,0
4035,,,,0,,,0,4035,MD,0,,0
4037,,,,0,,,0,4037,MD,0,,0
4038,,,,0,,,0,4038,RRT,0,,0
4040,,,,0,,,0,4040,RN,0,,0
4041,,,,0,,,0,4041,RN,0,,0
4043,,,,0,,,0,4043,UA,0,,0
4044,,,,0,,,0,4044,UCO/PC,0,,0
4046,,,,0,,,0,4046,CoWkr,0,,0
4047,,,,0,,,0,4047,MD,0,,0
4048,,,,0,,,0,4048,MD,0,,0
4050,,,,0,,,0,4050,MD,0,,0
4051,,,,0,,,0,4051,MD,0,,0
4053,,,,0,,,0,4053,MD,0,,0
4054,,,,0,,,0,4054,MD,0,,0
4056,,,,0,,,0,4056,MD,0,,0
4057,,,,0,,,0,4057,MD,0,,0
4059,,,,0,,,0,4059,MD,0,,0
4060,,,,0,,,0,4060,MD,0,,0
4062,,,,0,,,0,4062,MD,0,,0
4063,,,,0,,,0,4063,MD,0,,0
4064,,,,0,,,0,4064,MD,0,,0
4066,,,,0,,,0,4066,RN,0,,0
4067,,,,0,,,0,4067,MD,0,,0
4069,,,,0,,,0,4069,MD,0,,0
4070,,,,0,,,0,4070,MD,0,,0
4072,,,,0,,,0,4072,MD,0,,0
4073,,,,0,,,0,4073,MD,0,,0
4075,,,,0,,,0,4075,MD,0,,0
4076,,,,0,,,0,4076,MD,0,,0
4077,,,,0,,,0,4077,MD,0,,0
4079,,,,0,,,0,4079,MD,0,,0
4080,,,,0,,,0,4080,MD,0,,0
4082,,,,0,,,0,4082,MD,0,,0
4083,,,,0,,,0,4083,MD,0,,0
4084,,,,0,,,0,4084,MD,0,,0
4086,,,,0,,,0,4086,MD,0,,0
4087,,,,0,,,0,4087,MD,0,,0
4089,,,,0,,,0,4089,MD,0,,0
4090,,,,0,,,0,4090,MD,0,,0
4092,,,,0,,,0,4092,MD,0,,0
4093,,,,0,,,0,4093,MD,0,,0
4095,,,,0,,,0,4095,MD,0,,0
4096,,,,0,,,0,4096,MD,0,,0
4098,,,,0,,,0,4098,MD,0,,0
4099,,,,0,,,0,4099,MD,0,,0
4100,,,,0,,,0,4100,MD,0,,0
4101,,,,0,,,0,4101,MD,0,,0
4102,,,,0,,,0,4102,MD,0,,0
4103,,,,0,,,0,4103,MD,0,,0
4104,,,,0,,,0,4104,MD,0,,0
4105,,,,0,,,0,4105,CoWker,0,,0
4106,,,,0,,,0,4106,RN,0,,0
4107,,,,0,,,0,4107,MD,0,,0
4108,,,,0,,,0,4108,MD,0,,0
4109,,,,0,,,0,4109,MD,0,,0
4110,,,,0,,,0,4110,MD,0,,0
4111,,,,0,,,0,4111,MD,0,,0
4112,,,,0,,,0,4112,CoWkr,0,,0
4113,,,,0,,,0,4113,MD,0,,0
4114,,,,0,,,0,4114,MD,0,,0
4115,,,,0,,,0,4115,LICSW,0,,0
4116,,,,0,,,0,4116,MD,0,,0
4117,,,,0,,,0,4117,MD,0,,0
4118,,,,0,,,0,4118,MD,0,,0
4119,,,,0,,,0,4119,MD,0,,0
4120,,,,0,,,0,4120,MD,0,,0
4121,,,,0,,,0,4121,MD,0,,0
4122,,,,0,,,0,4122,MD,0,,0
4123,,,,0,,,0,4123,MD,0,,0
4124,,,,0,,,0,4124,MD,0,,0
4125,,,,0,,,0,4125,MD,0,,0
4126,,,,0,,,0,4126,MD,0,,0
4127,,,,0,,,0,4127,MD,0,,0
4128,,,,0,,,0,4128,MD,0,,0
4129,,,,0,,,0,4129,MD,0,,0
4130,,,,0,,,0,4130,MD,0,,0
4131,,,,0,,,0,4131,MD,0,,0
4132,,,,0,,,0,4132,MD,0,,0
4133,,,,0,,,0,4133,MD,0,,0
4134,,,,0,,,0,4134,MD,0,,0
4135,,,,0,,,0,4135,MD,0,,0
4136,,,,0,,,0,4136,MD,0,,0
4137,,,,0,,,0,4137,MD,0,,0
4138,,,,0,,,0,4138,RN,0,,0
4139,,,,0,,,0,4139,RN,0,,0
4140,,,,0,,,0,4140,RRT,0,,0
4141,,,,0,,,0,4141,MD,0,,0
4142,,,,0,,,0,4142,MD,0,,0
4143,,,,0,,,0,4143,Co-Ord,0,,0
4144,,,,0,,,0,4144,RN,0,,0
4145,,,,0,,,0,4145,MD,0,,0
4146,,,,0,,,0,4146,MD,0,,0
4147,,,,0,,,0,4147,MD,0,,0
4148,,,,0,,,0,4148,MD,0,,0
4149,,,,0,,,0,4149,RN,0,,0
4150,,,,0,,,0,4150,MD,0,,0
4151,,,,0,,,0,4151,RN,0,,0
4152,,,,0,,,0,4152,MD,0,,0
4153,,,,0,,,0,4153,MD,0,,0
4154,,,,0,,,0,4154,MD,0,,0
4155,,,,0,,,0,4155,MD,0,,0
4156,,,,0,,,0,4156,MD,0,,0
4157,,,,0,,,0,4157,RN,0,,0
4158,,,,0,,,0,4158,RN,0,,0
4159,,,,0,,,0,4159,MD,0,,0
4160,,,,0,,,0,4160,RN,0,,0
4161,,,,0,,,0,4161,MD,0,,0
4162,,,,0,,,0,4162,MD,0,,0
4163,,,,0,,,0,4163,RN,0,,0
4164,,,,0,,,0,4164,LICSW,0,,0
4165,,,,0,,,0,4165,MD,0,,0
4166,,,,0,,,0,4166,MD,0,,0
4167,,,,0,,,0,4167,MD,0,,0
4168,,,,0,,,0,4168,MD,0,,0
4169,,,,0,,,0,4169,RN,0,,0
4170,,,,0,,,0,4170,MedStu,0,,0
4171,,,,0,,,0,4171,MD,0,,0
4172,,,,0,,,0,4172,RN,0,,0
4173,,,,0,,,0,4173,MD,0,,0
4174,,,,0,,,0,4174,Rph,0,,0
4175,,,,0,,,0,4175,MD,0,,0
4176,,,,0,,,0,4176,RN,0,,0
4177,,,,0,,,0,4177,RN,0,,0
4178,,,,0,,,0,4178,MD,0,,0
4179,,,,0,,,0,4179,MD,0,,0
4180,,,,0,,,0,4180,RN,0,,0
4181,,,,0,,,0,4181,MD,0,,0
4182,,,,0,,,0,4182,RN,0,,0
4183,,,,0,,,0,4183,RN,0,,0
4185,,,,0,,,0,4185,MD,0,,0
4186,,,,0,,,0,4186,MD,0,,0
4187,,,,0,,,0,4187,RN,0,,0
4189,,,,0,,,0,4189,RN,0,,0
4190,,,,0,,,0,4190,RN,0,,0
4192,,,,0,,,0,4192,MD,0,,0
4193,,,,0,,,0,4193,MD,0,,0
4194,,,,0,,,0,4194,RN,0,,0
4196,,,,0,,,0,4196,RN,0,,0
4197,,,,0,,,0,4197,MD,0,,0
4199,,,,0,,,0,4199,MD,0,,0
4200,,,,0,,,0,4200,RN,0,,0
4201,,,,0,,,0,4201,MD,0,,0
4203,,,,0,,,0,4203,MD,0,,0
4204,,,,0,,,0,4204,MD,0,,0
4206,,,,0,,,0,4206,RN,0,,0
4207,,,,0,,,0,4207,MD,0,,0
4208,,,,0,,,0,4208,MD,0,,0
4210,,,,0,,,0,4210,MD,0,,0
4211,,,,0,,,0,4211,RN,0,,0
4213,,,,0,,,0,4213,RN,0,,0
4214,,,,0,,,0,4214,RNC,0,,0
4216,,,,0,,,0,4216,RN,0,,0
4217,,,,0,,,0,4217,MD,0,,0
4219,,,,0,,,0,4219,RN,0,,0
4220,,,,0,,,0,4220,RN,0,,0
4222,,,,0,,,0,4222,RRT,0,,0
4223,,,,0,,,0,4223,MD,0,,0
4224,,,,0,,,0,4224,MD,0,,0
4226,,,,0,,,0,4226,RN,0,,0
4227,,,,0,,,0,4227,MD,0,,0
4229,,,,0,,,0,4229,MD,0,,0
4230,,,,0,,,0,4230,RN,0,,0
4232,,,,0,,,0,4232,RN,0,,0
4233,,,,0,,,0,4233,CoWker,0,,0
4234,,,,0,,,0,4234,MedSt,0,,0
4236,,,,0,,,0,4236,MD,0,,0
4237,,,,0,,,0,4237,RN,0,,0
4239,,,,0,,,0,4239,MD,0,,0
4240,,,,0,,,0,4240,MD,0,,0
4242,,,,0,,,0,4242,RN,0,,0
4243,,,,0,,,0,4243,MD,0,,0
4244,,,,0,,,0,4244,MD,0,,0
4246,,,,0,,,0,4246,RN,0,,0
4247,,,,0,,,0,4247,RN,0,,0
4249,,,,0,,,0,4249,RRT,0,,0
4250,,,,0,,,0,4250,RN,0,,0
4251,,,,0,,,0,4251,MD,0,,0
4253,,,,0,,,0,4253,PA,0,,0
4254,,,,0,,,0,4254,RN,0,,0
4256,,,,0,,,0,4256,RN,0,,0
4257,,,,0,,,0,4257,RRT,0,,0
4259,,,,0,,,0,4259,RN,0,,0
4260,,,,0,,,0,4260,RN,0,,0
4261,,,,0,,,0,4261,CoWker,0,,0
4263,,,,0,,,0,4263,RN,0,,0
4264,,,,0,,,0,4264,NP,0,,0
4266,,,,0,,,0,4266,MD,0,,0
4267,,,,0,,,0,4267,RN,0,,0
4268,,,,0,,,0,4268,CoWker,0,,0
4270,,,,0,,,0,4270,RN,0,,0
4271,,,,0,,,0,4271,RN,0,,0
4272,,,,0,,,0,4272,RN,0,,0
4274,,,,0,,,0,4274,RRT,0,,0
4275,,,,0,,,0,4275,RRT,0,,0
4277,,,,0,,,0,4277,MD,0,,0
4278,,,,0,,,0,4278,RPh,0,,0
4280,,,,0,,,0,4280,RN,0,,0
4281,,,,0,,,0,4281,RN,0,,0
4283,,,,0,,,0,4283,RN,0,,0
4284,,,,0,,,0,4284,RN,0,,0
4286,,,,0,,,0,4286,RN,0,,0
4287,,,,0,,,0,4287,PA,0,,0
4288,,,,0,,,0,4288,MD,0,,0
4290,,,,0,,,0,4290,RN,0,,0
4291,,,,0,,,0,4291,MD,0,,0
4293,,,,0,,,0,4293,RRT,0,,0
4294,,,,0,,,0,4294,RRT,0,,0
4296,,,,0,,,0,4296,UCO,0,,0
4297,,,,0,,,0,4297,RN,0,,0
4298,,,,0,,,0,4298,MedStu,0,,0
4300,,,,0,,,0,4300,MD,0,,0
4301,,,,0,,,0,4301,MedStu,0,,0
4303,,,,0,,,0,4303,RN,0,,0
4304,,,,0,,,0,4304,H,0,,0
4306,,,,0,,,0,4306,RN,0,,0
4307,,,,0,,,0,4307,MD,0,,0
4308,,,,0,,,0,4308,RN,0,,0
4310,,,,0,,,0,4310,MD,0,,0
4311,,,,0,,,0,4311,RN,0,,0
4313,,,,0,,,0,4313,MD,0,,0
4314,,,,0,,,0,4314,MD,0,,0
4315,,,,0,,,0,4315,MD,0,,0
4316,,,,0,,,0,4316,MD,0,,0
4317,,,,0,,,0,4317,MD,0,,0
4318,,,,0,,,0,4318,MD,0,,0
4319,,,,0,,,0,4319,MD,0,,0
4320,,,,0,,,0,4320,MD,0,,0
4321,,,,0,,,0,4321,MD,0,,0
4322,,,,0,,,0,4322,MD,0,,0
4323,,,,0,,,0,4323,MD,0,,0
4324,,,,0,,,0,4324,RN,0,,0
4325,,,,0,,,0,4325,MD,0,,0
2814,,,,0,,,0,2814,MD,0,,0
2815,,,,0,,,0,2815,RN,0,,0
2816,,,,0,,,0,2816,MD,0,,0
2817,,,,0,,,0,2817,MD,0,,0
2818,,,,0,,,0,2818,MD,0,,0
2819,,,,0,,,0,2819,MD,0,,0
2820,,,,0,,,0,2820,MD,0,,0
2821,,,,0,,,0,2821,MD,0,,0
2822,,,,0,,,0,2822,MD,0,,0
2823,,,,0,,,0,2823,MD,0,,0
2824,,,,0,,,0,2824,MD,0,,0
2825,,,,0,,,0,2825,StNurs,0,,0
2826,,,,0,,,0,2826,RN,0,,0
2827,,,,0,,,0,2827,,0,,0
2828,,,,0,,,0,2828,SRT,0,,0
2829,,,,0,,,0,2829,SRT,0,,0
2830,,,,0,,,0,2830,RN,0,,0
2831,,,,0,,,0,2831,SRT,0,,0
2832,,,,0,,,0,2832,MD,0,,0
2833,,,,0,,,0,2833,SRT,0,,0
2834,,,,0,,,0,2834,RN,0,,0
2835,,,,0,,,0,2835,MedStu,0,,0
2836,,,,0,,,0,2836,PCT,0,,0
2837,,,,0,,,0,2837,SRT,0,,0
2838,,,,0,,,0,2838,MedStu,0,,0
2839,,,,0,,,0,2839,MD,0,,0
2840,,,,0,,,0,2840,RN,0,,0
2841,,,,0,,,0,2841,MD,0,,0
2842,,,,0,,,0,2842,CoWker,0,,0
2843,,,,0,,,0,2843,MD,0,,0
2844,,,,0,,,0,2844,RN,0,,0
2845,,,,0,,,0,2845,MD,0,,0
2846,,,,0,,,0,2846,MD,0,,0
2847,,,,0,,,0,2847,MD,0,,0
2848,,,,0,,,0,2848,MD,0,,0
2849,,,,0,,,0,2849,Co-Wkr,0,,0
2850,,,,0,,,0,2850,MD,0,,0
2851,,,,0,,,0,2851,UCO,0,,0
2852,,,,0,,,0,2852,MD,0,,0
2853,,,,0,,,0,2853,MD,0,,0
2854,,,,0,,,0,2854,RN,RPh,0,,0
2855,,,,0,,,0,2855,CoWkr,0,,0
2856,,,,0,,,0,2856,LS,0,,0
2857,,,,0,,,0,2857,MedStu,0,,0
2858,,,,0,,,0,2858,MedSt,0,,0
2859,,,,0,,,0,2859,MedStu,0,,0
2860,,,,0,,,0,2860,MD,0,,0
2861,,,,0,,,0,2861,UCO,0,,0
2862,,,,0,,,0,2862,RN,0,,0
2863,,,,0,,,0,2863,MedStu,0,,0
2864,,,,0,,,0,2864,MD,0,,0
2865,,,,0,,,0,2865,MD,0,,0
2866,,,,0,,,0,2866,StuRN,0,,0
2867,,,,0,,,0,2867,MD,0,,0
2868,,,,0,,,0,2868,MD,0,,0
2869,,,,0,,,0,2869,MD,0,,0
2870,,,,0,,,0,2870,MD,0,,0
2871,,,,0,,,0,2871,MD,PhD,0,,0
2872,,,,0,,,0,2872,RN,0,,0
2873,,,,0,,,0,2873,RN,0,,0
2874,,,,0,,,0,2874,RN,0,,0
2875,,,,0,,,0,2875,RN,0,,0
2876,,,,0,,,0,2876,RN,0,,0
2877,,,,0,,,0,2877,RN,0,,0
2878,,,,0,,,0,2878,RN,0,,0
2879,,,,0,,,0,2879,RN,0,,0
2880,,,,0,,,0,2880,RN,0,,0
2881,,,,0,,,0,2881,RN,0,,0
2882,,,,0,,,0,2882,RN,0,,0
2883,,,,0,,,0,2883,RN,0,,0
2884,,,,0,,,0,2884,RN,0,,0
2886,,,,0,,,0,2886,RN,0,,0
2888,,,,0,,,0,2888,RN,0,,0
2889,,,,0,,,0,2889,RN,0,,0
2891,,,,0,,,0,2891,RN,0,,0
2892,,,,0,,,0,2892,StNurs,0,,0
2893,,,,0,,,0,2893,RN,0,,0
2895,,,,0,,,0,2895,RN,0,,0
2896,,,,0,,,0,2896,RN,0,,0
2898,,,,0,,,0,2898,RN,0,,0
2899,,,,0,,,0,2899,MD,0,,0
2900,,,,0,,,0,2900,MD,0,,0
2902,,,,0,,,0,2902,RN,0,,0
2903,,,,0,,,0,2903,RN,0,,0
2905,,,,0,,,0,2905,RN,0,,0
2906,,,,0,,,0,2906,RN,0,,0
2908,,,,0,,,0,2908,RN,0,,0
2909,,,,0,,,0,2909,RN,0,,0
2911,,,,0,,,0,2911,MD,0,,0
2912,,,,0,,,0,2912,CoWker,0,,0
2914,,,,0,,,0,2914,MD,0,,0
2915,,,,0,,,0,2915,MedSt,0,,0
2917,,,,0,,,0,2917,RRT,0,,0
2918,,,,0,,,0,2918,ReschA,0,,0
2919,,,,0,,,0,2919,MD,0,,0
2921,,,,0,,,0,2921,MD,0,,0
2922,,,,0,,,0,2922,RRT,0,,0
2923,,,,0,,,0,2923,MD,0,,0
2925,,,,0,,,0,2925,MD,0,,0
2926,,,,0,,,0,2926,MedStu,0,,0
2928,,,,0,,,0,2928,cowker,0,,0
2929,,,,0,,,0,2929,RN,0,,0
2930,,,,0,,,0,2930,RRT,0,,0
2932,,,,0,,,0,2932,MedStu,0,,0
2933,,,,0,,,0,2933,RN,0,,0
2935,,,,0,,,0,2935,RPh,0,,0
2936,,,,0,,,0,2936,MD,0,,0
2937,,,,0,,,0,2937,MD,0,,0
2939,,,,0,,,0,2939,StNurs,0,,0
2940,,,,0,,,0,2940,RN,0,,0
2941,,,,0,,,0,2941,RD,0,,0
2943,,,,0,,,0,2943,CoWkr,0,,0
2944,,,,0,,,0,2944,SRT,0,,0
2946,,,,0,,,0,2946,MedSt,0,,0
2947,,,,0,,,0,2947,SRN,0,,0
2948,,,,0,,,0,2948,SRT,0,,0
2950,,,,0,,,0,2950,MedSt,0,,0
2951,,,,0,,,0,2951,RN,0,,0
2953,,,,0,,,0,2953,MedSt,0,,0
2954,,,,0,,,0,2954,MD,0,,0
2955,,,,0,,,0,2955,SRN,0,,0
2957,,,,0,,,0,2957,SRN,0,,0
2958,,,,0,,,0,2958,MD,0,,0
2960,,,,0,,,0,2960,MD,0,,0
2961,,,,0,,,0,2961,CoWker,0,,0
2963,,,,0,,,0,2963,MD,0,,0
2964,,,,0,,,0,2964,SRN,0,,0
2966,,,,0,,,0,2966,RN,0,,0
2967,,,,0,,,0,2967,U A,0,,0
2969,,,,0,,,0,2969,MD,0,,0
2970,,,,0,,,0,2970,MD,0,,0
2971,,,,0,,,0,2971,PA-C,0,,0
2973,,,,0,,,0,2973,MedSt,0,,0
2974,,,,0,,,0,2974,RN,0,,0
2976,,,,0,,,0,2976,MedSt,0,,0
2977,,,,0,,,0,2977,RN,0,,0
2979,,,,0,,,0,2979,MD,0,,0
2980,,,,0,,,0,2980,MD,0,,0
2982,,,,0,,,0,2982,MD,0,,0
2983,,,,0,,,0,2983,SRT,0,,0
2984,,,,0,,,0,2984,SRT,0,,0
2986,,,,0,,,0,2986,CoWker,0,,0
2987,,,,0,,,0,2987,RN,0,,0
2989,,,,0,,,0,2989,StResp,0,,0
2990,,,,0,,,0,2990,RN,0,,0
2991,,,,0,,,0,2991,SRT,0,,0
2993,,,,0,,,0,2993,CoWkr,0,,0
2994,,,,0,,,0,2994,MD,0,,0
2996,,,,0,,,0,2996,RN,0,,0
2997,,,,0,,,0,2997,RN,0,,0
2999,,,,0,,,0,2999,RRT,0,,0
3000,,,,0,,,0,3000,RN,0,,0
3001,,,,0,,,0,3001,RN,0,,0
3003,,,,0,,,0,3003,MFD,0,,0
3004,,,,0,,,0,3004,StPh,0,,0
3005,,,,0,,,0,3005,StPh,0,,0
3007,,,,0,,,0,3007,NA,0,,0
3008,,,,0,,,0,3008,RTSt,0,,0
3010,,,,0,,,0,3010,MD,0,,0
3011,,,,0,,,0,3011,RN,0,,0
3012,,,,0,,,0,3012,RN,0,,0
3013,,,,0,,,0,3013,LICSW,0,,0
3014,,,,0,,,0,3014,RN,0,,0
3015,,,,0,,,0,3015,PA,0,,0
3016,,,,0,,,0,3016,UCO,0,,0
3017,,,,0,,,0,3017,MD,0,,0
3018,,,,0,,,0,3018,RN,0,,0
3019,,,,0,,,0,3019,MD,0,,0
3020,,,,0,,,0,3020,RN,0,,0
3021,,,,0,,,0,3021,MD,0,,0
3022,,,,0,,,0,3022,,0,,0
3023,,,,0,,,0,3023,AR,0,,0
3024,,,,0,,,0,3024,MD,0,,0
3025,,,,0,,,0,3025,RN,0,,0
3026,,,,0,,,0,3026,MD,0,,0
3027,,,,0,,,0,3027,MD,0,,0
3028,,,,0,,,0,3028,MD,0,,0
3029,,,,0,,,0,3029,,0,,0
3030,,,,0,,,0,3030,MD,0,,0
3031,,,,0,,,0,3031,MD,0,,0
3032,,,,0,,,0,3032,MD,0,,0
3033,,,,0,,,0,3033,MD,0,,0
3034,,,,0,,,0,3034,MD,0,,0
3035,,,,0,,,0,3035,MD,0,,0
3036,,,,0,,,0,3036,MD,0,,0
3037,,,,0,,,0,3037,MD,0,,0
3038,,,,0,,,0,3038,MD,0,,0
3039,,,,0,,,0,3039,RRT,0,,0
3040,,,,0,,,0,3040,RN,0,,0
3041,,,,0,,,0,3041,MD,0,,0
3042,,,,0,,,0,3042,CRT,0,,0
3043,,,,0,,,0,3043,RN,0,,0
3044,,,,0,,,0,3044,RRT,0,,0
3045,,,,0,,,0,3045,OTR/L,0,,0
3046,,,,0,,,0,3046,MD,0,,0
3047,,,,0,,,0,3047,RN,0,,0
3048,,,,0,,,0,3048,MD,0,,0
3049,,,,0,,,0,3049,MD,0,,0
3050,,,,0,,,0,3050,RPh,0,,0
3051,,,,0,,,0,3051,LICSW,0,,0
3052,,,,0,,,0,3052,MD,0,,0
3053,,,,0,,,0,3053,LICSW,0,,0
3054,,,,0,,,0,3054,MD,0,,0
3055,,,,0,,,0,3055,UCO,0,,0
3056,,,,0,,,0,3056,MD,0,,0
3057,,,,0,,,0,3057,MD,0,,0
3058,,,,0,,,0,3058,MD,0,,0
3059,,,,0,,,0,3059,RN,0,,0
3060,,,,0,,,0,3060,RN,0,,0
3061,,,,0,,,0,3061,RN,0,,0
3062,,,,0,,,0,3062,RN,0,,0
3063,,,,0,,,0,3063,RN,0,,0
3064,,,,0,,,0,3064,RN,0,,0
3065,,,,0,,,0,3065,MD,0,,0
3066,,,,0,,,0,3066,MD,0,,0
3067,,,,0,,,0,3067,RPh,0,,0
3068,,,,0,,,0,3068,MD,0,,0
3069,,,,0,,,0,3069,RPh,0,,0
3070,,,,0,,,0,3070,MD,0,,0
3071,,,,0,,,0,3071,MD,0,,0
3072,,,,0,,,0,3072,MD,0,,0
3073,,,,0,,,0,3073,MD,0,,0
3074,,,,0,,,0,3074,MD,0,,0
3075,,,,0,,,0,3075,MD,0,,0
3076,,,,0,,,0,3076,MD,0,,0
3077,,,,0,,,0,3077,MD,0,,0
3078,,,,0,,,0,3078,MD,0,,0
3079,,,,0,,,0,3079,RPh,0,,0
3080,,,,0,,,0,3080,MD,0,,0
3081,,,,0,,,0,3081,RN,0,,0
3082,,,,0,,,0,3082,RN,0,,0
3083,,,,0,,,0,3083,RN,0,,0
3084,,,,0,,,0,3084,RN,0,,0
3085,,,,0,,,0,3085,RN,0,,0
3086,,,,0,,,0,3086,RN,0,,0
3087,,,,0,,,0,3087,RN,0,,0
3088,,,,0,,,0,3088,MD,0,,0
3089,,,,0,,,0,3089,MD,0,,0
3090,,,,0,,,0,3090,RRT,0,,0
3091,,,,0,,,0,3091,MD,0,,0
3092,,,,0,,,0,3092,RN,0,,0
3093,,,,0,,,0,3093,MD,0,,0
3094,,,,0,,,0,3094,RRT,0,,0
3096,,,,0,,,0,3096,RRT,0,,0
3097,,,,0,,,0,3097,RPh,0,,0
3099,,,,0,,,0,3099,MD,0,,0
3100,,,,0,,,0,3100,RN,0,,0
3101,,,,0,,,0,3101,MD,0,,0
3103,,,,0,,,0,3103,RRT,0,,0
3104,,,,0,,,0,3104,RN,0,,0
3106,,,,0,,,0,3106,MD,0,,0
3107,,,,0,,,0,3107,MD,0,,0
3109,,,,0,,,0,3109,DI,0,,0
3110,,,,0,,,0,3110,MD,0,,0
3112,,,,0,,,0,3112,MD,0,,0
3113,,,,0,,,0,3113,MD,0,,0
3115,,,,0,,,0,3115,MD,0,,0
3116,,,,0,,,0,3116,RN,0,,0
3117,,,,0,,,0,3117,RN,0,,0
3119,,,,0,,,0,3119,RN,0,,0
3120,,,,0,,,0,3120,RN,0,,0
3122,,,,0,,,0,3122,MD,0,,0
3123,,,,0,,,0,3123,RRT,0,,0
3125,,,,0,,,0,3125,RN,0,,0
3126,,,,0,,,0,3126,RN,0,,0
3128,,,,0,,,0,3128,RN,0,,0
3129,,,,0,,,0,3129,RN,0,,0
3130,,,,0,,,0,3130,MD,0,,0
3132,,,,0,,,0,3132,MD,0,,0
3133,,,,0,,,0,3133,RRT,0,,0
3134,,,,0,,,0,3134,RD,0,,0
3136,,,,0,,,0,3136,RN,0,,0
3137,,,,0,,,0,3137,RPh,0,,0
3139,,,,0,,,0,3139,RN,0,,0
3140,,,,0,,,0,3140,MD,0,,0
3142,,,,0,,,0,3142,RPh,0,,0
3143,,,,0,,,0,3143,MD,0,,0
3144,,,,0,,,0,3144,RN,0,,0
3146,,,,0,,,0,3146,MD,0,,0
3147,,,,0,,,0,3147,MD,0,,0
3148,,,,0,,,0,3148,MD,0,,0
3150,,,,0,,,0,3150,MD,0,,0
3151,,,,0,,,0,3151,RPh,0,,0
3153,,,,0,,,0,3153,MD,0,,0
3154,,,,0,,,0,3154,MD,0,,0
3156,,,,0,,,0,3156,RN,0,,0
3157,,,,0,,,0,3157,MD,0,,0
3159,,,,0,,,0,3159,RN,0,,0
3160,,,,0,,,0,3160,MD,0,,0
3162,,,,0,,,0,3162,MD,0,,0
3163,,,,0,,,0,3163,RN,0,,0
3164,,,,0,,,0,3164,RN,0,,0
3166,,,,0,,,0,3166,MD,0,,0
3167,,,,0,,,0,3167,RRT,0,,0
3169,,,,0,,,0,3169,RN,0,,0
3170,,,,0,,,0,3170,MD,0,,0
3172,,,,0,,,0,3172,MD,0,,0
3173,,,,0,,,0,3173,RRT,0,,0
3175,,,,0,,,0,3175,MD,0,,0
3176,,,,0,,,0,3176,MD,0,,0
3177,,,,0,,,0,3177,MD,0,,0
3179,,,,0,,,0,3179,MD,0,,0
3180,,,,0,,,0,3180,RN,0,,0
3182,,,,0,,,0,3182,RPh,0,,0
3183,,,,0,,,0,3183,MD,0,,0
3184,,,,0,,,0,3184,MD,0,,0
3186,,,,0,,,0,3186,MD,0,,0
3187,,,,0,,,0,3187,MD,0,,0
3189,,,,0,,,0,3189,MD,0,,0
3191,,,,0,,,0,3191,MD,0,,0
3192,,,,0,,,0,3192,MD,0,,0
221,,,,0,,,0,221,MD,0,,0
222,,,,0,,,0,222,MD,0,,0
223,,,,0,,,0,223,MD,0,,0
224,,,,0,,,0,224,RN,0,,0
225,,,,0,,,0,225,RN,0,,0
226,,,,0,,,0,226,RN,0,,0
227,,,,0,,,0,227,RN,0,,0
228,,,,0,,,0,228,RN,0,,0
229,,,,0,,,0,229,RN,0,,0
